Day,Time,Group,Food Name,Amount,Energy (kcal),Oxalate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Alpha-carotene (µg),Beta-carotene (µg),Beta-cryptoxanthin (µg),Choline (mg),Folate (µg),Lutein+Zeaxanthin (µg),Lycopene (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Fructose (g),Starch (g),Sucrose (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Alanine (g),Arginine (g),Aspartic acid (g),Cystine (g),Glutamic acid (g),Glycine (g),Histidine (g),Hydroxyproline (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Proline (g),Protein (g),Serine (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2023-10-17,,"Staples","Yellow Bell Pepper, Raw","17.37 g",4.69,1.96,15.98,0.00,0.00,0.15,0.03,0.03,0.00,22.75,20.84,0.00,0.97,4.52,133.73,0.00,2.68,31.87,0.00,0.06,0.41,1.91,0.02,,0.08,2.08,0.02,4.17,36.82,0.05,0.35,0.03,1.10,0.16,0.53,0.00,0.00,0.91,0.93,0.04,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.02,0.00,0.02,0.01,0.00,,0.01,0.01,0.01,0.00,0.01,0.01,0.17,0.01,0.01,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2023-10-17,,"Staples","Red Bell Peppers, Raw","25.38 g",6.60,1.12,23.41,0.01,0.02,0.25,0.08,0.07,0.00,5.08,412.22,124.38,1.42,11.68,12.95,377.70,39.75,32.41,0.00,0.40,1.24,1.78,0.00,,0.11,3.05,0.03,6.60,53.56,0.03,1.02,0.06,1.53,0.53,0.57,0.00,0.00,1.07,0.98,0.08,0.00,0.00,0.04,0.01,0.00,0.01,0.00,0.01,0.01,0.07,0.00,0.05,0.01,0.00,,0.01,0.01,0.01,0.00,0.01,0.01,0.25,0.01,0.01,0.00,0.00,0.01,"Vegetables and Vegetable Products"
2023-10-17,,"Staples","Okra, Raw","60.65 g",20.02,37.30,54.33,0.12,0.04,0.61,0.15,0.13,0.00,16.38,252.31,0.00,7.46,36.39,169.82,0.00,21.73,13.95,0.00,0.16,18.98,49.73,0.07,,0.38,34.57,0.48,37.00,181.35,0.42,4.25,0.35,4.52,1.94,0.35,0.21,0.36,0.90,2.56,0.12,0.00,0.01,0.02,0.02,0.00,0.00,0.02,0.04,0.05,0.09,0.01,0.16,0.03,0.02,,0.04,0.06,0.05,0.01,0.04,0.03,1.17,0.03,0.04,0.01,0.05,0.06,"Vegetables and Vegetable Products"
2023-10-17,,"Staples","Artichoke Hearts or Globe, Cooked from Frozen","45.42 g",24.07,3.09,38.19,0.02,0.04,0.50,0.11,0.04,0.00,0.00,3.63,0.00,15.63,40.43,210.76,0.00,0.30,3.36,0.00,0.09,6.72,9.54,0.06,,0.28,19.08,0.10,33.16,129.91,0.09,27.25,0.18,5.43,2.59,0.01,0.00,0.33,0.45,2.77,0.15,0.00,0.00,0.07,0.04,0.00,0.02,0.00,0.09,0.08,0.08,0.00,0.15,0.07,0.05,,0.08,0.12,0.12,0.00,0.10,0.00,1.31,0.10,0.10,0.00,0.05,0.11,"Vegetables and Vegetable Products"
2023-10-17,,"Staples","Aspirin","81.00 mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-17,,"Staples","Rosuvastatin","10.00 mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-17,,"Staples","Jarrow Formulas, EPA-DHA Balance","3.00 softgel",30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,0.00,1.80,,,,,,,,,,,,,,,,,,,,,,""
2023-10-17,,"Staples","Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-17,,"Staples","Vitamin D","2.00 x 1000.0 IU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-17,,"Staples","Fish, Salmon, Pink, Canned, Drained Solids","185.00 g",255.30,,130.81,0.05,0.37,13.71,1.04,0.19,9.16,,,,162.43,7.40,,,37.00,,1073.00,2.37,0.19,523.55,0.15,,1.42,59.20,0.06,701.15,616.05,73.08,704.85,1.78,,,,,,,,9.29,153.55,2.24,2.79,1.66,0.05,2.26,0.19,2.72,2.68,5.36,0.33,6.05,2.63,1.13,,1.99,3.25,3.66,1.20,1.76,1.81,42.74,1.89,2.22,0.46,1.54,2.29,"Finfish and Shellfish Products"
2023-10-17,,"Staples","Blueberries, Frozen, Unsweetened","167.00 g",85.17,4.11,144.61,0.05,0.06,0.87,0.21,0.10,0.00,0.00,46.76,0.00,8.52,11.69,113.56,0.00,3.90,4.18,0.00,0.80,27.39,13.36,0.06,,0.30,8.35,0.25,18.37,90.18,0.17,1.67,0.12,20.32,4.51,6.96,0.05,0.15,14.11,15.81,1.07,0.00,0.15,0.47,0.09,0.00,0.19,0.28,0.03,0.04,0.06,0.01,0.09,0.03,0.01,,0.02,0.04,0.01,0.01,0.03,0.03,0.70,0.02,0.02,0.00,0.01,0.03,"Fruits and Fruit Juices"
2023-10-17,,"Staples","Great Lakes Collagen Peptides","3.00 g",11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,,,,,,,,,,,,,,,,0.26,0.22,0.17,0.00,0.31,0.66,0.03,0.36,0.04,0.08,0.11,0.03,0.06,0.38,2.75,0.10,0.05,0.00,0.02,0.07,""
2023-10-17,,"Staples","Mustard Seed, Ground","1.00 tsp",9.68,0.53,0.10,0.02,0.00,0.09,0.02,0.01,0.00,0.00,0.34,0.00,2.34,3.09,10.82,0.00,0.03,0.14,0.00,0.10,0.10,5.07,0.01,,0.18,7.05,0.05,15.77,14.06,3.96,0.25,0.12,0.54,0.23,0.00,0.17,0.07,0.13,0.30,0.69,0.00,0.43,0.19,0.04,0.00,0.07,0.11,0.02,0.04,0.05,0.01,0.10,0.03,0.02,,0.02,0.04,0.04,0.01,0.02,0.05,0.50,0.01,0.02,0.00,0.02,0.03,""
2023-10-17,,"Staples","Michaels of Brooklyn, Marinara Sauce","390.00 g",133.88,40.30,354.89,0.17,0.10,2.44,0.44,0.48,0.00,363.31,1967.89,2.84,28.93,69.33,982.65,9240.87,179.25,58.02,0.00,3.20,120.17,119.15,0.29,1.09,2.63,55.53,0.83,114.45,970.60,1.93,900.24,0.91,20.42,5.98,5.01,3.84,0.08,9.73,14.40,5.56,0.00,3.50,0.88,0.80,0.01,0.08,0.50,0.14,0.18,0.61,0.05,1.71,0.12,0.07,,0.12,0.17,0.16,0.04,0.15,0.13,4.48,0.14,0.14,0.04,0.08,0.13,""
2023-10-17,,"Staples","Turmeric, Ground","1.00 tsp",9.78,63.60,0.40,0.00,0.00,0.04,0.02,0.00,0.00,0.00,0.00,0.00,1.54,0.63,0.00,0.00,0.00,0.02,0.00,0.14,0.42,5.26,0.04,,1.72,6.52,0.62,9.37,65.17,0.19,0.85,0.14,2.10,0.71,0.01,1.29,0.07,0.10,1.39,0.10,0.00,0.01,0.02,0.06,0.00,0.00,0.02,0.01,0.02,0.06,0.00,0.04,0.01,0.00,,0.01,0.03,0.01,0.00,0.02,0.02,0.30,0.01,0.01,0.01,0.01,0.02,"Spices and Herbs"
2023-10-17,,"Staples","Black Pepper, Ground","1.00 tsp",5.77,12.86,0.29,0.00,0.00,0.03,0.03,0.01,0.00,0.28,7.13,0.58,0.26,0.39,10.44,0.46,0.63,0.00,0.00,0.02,3.77,10.19,0.03,,0.22,3.93,0.29,3.63,30.57,0.11,0.46,0.03,1.47,0.58,0.01,0.93,0.00,0.01,0.89,0.07,0.00,0.02,0.02,0.03,0.00,0.00,0.02,0.01,0.01,0.03,0.00,0.03,0.01,0.00,,0.01,0.02,0.01,0.00,0.01,0.03,0.24,0.01,0.01,0.00,0.01,0.01,"Spices and Herbs"
2023-10-17,,"Staples","Seed Probiotic","1.00 capsule",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-17,,"Staples","Beef Liver","150.00 g",286.50,6.45,88.22,0.29,5.14,26.29,10.67,1.53,105.87,16.50,243.00,16.50,639.00,379.50,0.00,0.00,14163.63,2.85,73.50,0.77,4.95,9.00,21.42,,9.81,31.50,0.53,745.50,528.00,54.15,118.50,7.95,7.69,0.00,0.00,7.69,0.00,0.00,7.69,7.89,594.00,1.69,1.66,4.42,0.55,0.03,1.62,2.44,2.60,4.04,0.79,5.48,2.44,1.32,,2.03,4.01,3.37,1.14,2.27,2.01,43.62,1.90,1.82,0.55,1.69,2.64,"Beef Products"
2023-10-17,,"Sometimes","Egg w/ Salt","0.00 large egg",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2023-10-17,,"Sometimes","Chickpeas / Garbanzo (Canned, Drained)","246.35 g",342.22,22.16,164.26,0.07,0.04,0.34,0.59,0.29,0.00,0.00,34.47,0.00,88.14,118.18,0.00,0.00,2.87,0.25,0.00,0.71,8.37,110.83,0.62,,2.63,64.01,2.08,209.27,310.22,7.63,75.37,1.55,55.47,15.76,0.00,33.95,9.87,9.87,39.47,6.82,0.00,1.20,2.38,0.53,0.00,0.09,1.83,0.75,1.64,2.06,0.24,3.06,0.73,0.48,,0.75,1.24,1.17,0.23,0.94,0.72,17.36,0.88,0.65,0.17,0.43,0.73,""
2023-10-17,,"Sometimes","Canned Beets","0.00 Can",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2023-10-17,,"Supplements","Banana, Fresh","147.50 g",131.28,8.41,110.49,0.05,0.11,0.98,0.49,0.54,0.00,36.88,38.35,0.00,14.46,29.50,32.45,0.00,4.73,12.83,0.00,0.19,0.74,7.38,0.12,0.44,0.38,39.83,0.40,32.45,528.05,1.48,1.48,0.22,33.69,3.84,7.15,7.94,3.53,18.04,29.84,0.49,0.00,0.05,0.11,0.17,0.00,0.04,0.07,0.06,0.07,0.18,0.01,0.22,0.06,0.11,,0.04,0.10,0.07,0.01,0.07,0.04,1.61,0.06,0.04,0.01,0.01,0.07,"Fruits and Fruit Juices"
2023-10-17,,"Supplements","Strawberries, Frozen, Unsweetened","147.50 g",51.63,6.64,132.71,0.03,0.05,0.68,0.16,0.04,0.00,0.00,39.83,0.00,8.41,25.08,38.35,0.00,3.32,60.77,0.00,0.43,3.25,23.60,0.07,0.59,1.11,16.23,0.43,19.18,218.30,1.03,2.95,0.19,13.47,3.10,3.20,0.00,0.55,6.73,10.05,0.16,0.00,0.02,0.08,0.01,0.00,0.03,0.05,0.03,0.03,0.14,0.01,0.09,0.03,0.01,,0.01,0.03,0.03,0.00,0.02,0.02,0.63,0.02,0.02,0.01,0.02,0.02,"Fruits and Fruit Juices"
2023-10-17,,"Supplements","Strawberries, Frozen, Unsweetened","180.00 g",63.00,8.10,161.95,0.04,0.07,0.83,0.19,0.05,0.00,0.00,48.60,0.00,10.26,30.60,46.80,0.00,4.05,74.16,0.00,0.52,3.96,28.80,0.09,0.72,1.35,19.80,0.52,23.40,266.40,1.26,3.60,0.23,16.43,3.78,3.91,0.00,0.67,8.21,12.27,0.20,0.00,0.03,0.10,0.01,0.00,0.04,0.06,0.04,0.03,0.17,0.01,0.11,0.03,0.01,,0.02,0.04,0.03,0.00,0.02,0.02,0.77,0.03,0.02,0.01,0.03,0.02,"Fruits and Fruit Juices"
2023-10-17,,"Supplements","Walnuts","45.00 g",294.30,33.30,1.83,0.15,0.07,0.51,0.26,0.24,0.00,0.00,5.40,0.00,17.64,44.10,4.05,0.00,0.45,0.59,0.00,0.31,1.22,44.10,0.71,,1.31,71.10,1.54,155.70,198.45,2.21,0.90,1.39,6.17,3.02,0.04,0.03,1.09,1.17,3.07,29.34,0.00,4.02,21.23,2.76,0.00,4.09,17.14,0.31,1.03,0.82,0.09,1.27,0.37,0.18,,0.28,0.53,0.19,0.11,0.32,0.32,6.85,0.42,0.27,0.08,0.18,0.34,"Nut and Seed Products"
2023-10-17,,"Supplements","Raspberries, Frozen, Unsweetened","129.00 g",72.24,50.44,109.66,0.11,0.13,0.87,0.52,0.08,0.00,87.72,12.90,0.00,15.87,36.12,309.60,0.00,4.73,22.70,0.00,0.97,10.06,30.96,0.12,,0.98,29.67,0.79,38.70,237.36,0.26,5.16,0.40,16.19,5.55,4.18,0.25,0.57,8.44,10.58,1.04,0.00,0.03,0.04,0.08,0.00,0.02,0.02,0.36,0.04,0.05,0.00,0.13,0.02,0.01,,0.01,0.01,0.01,0.01,0.00,0.19,1.48,0.18,0.05,0.01,0.03,0.03,"Fruits and Fruit Juices"
2023-10-17,,"Supplements","Mango, frozen","202.00 g",121.20,0.91,168.59,0.06,0.08,1.35,0.40,0.24,0.00,18.18,1292.80,20.20,15.35,86.86,46.46,6.06,109.33,73.53,0.00,1.82,8.48,22.22,0.22,,0.32,20.20,0.13,28.28,339.36,1.21,2.02,0.18,30.26,3.23,9.45,0.46,14.08,27.59,26.70,0.77,0.00,0.28,0.14,0.19,0.00,0.10,0.04,0.17,0.06,0.14,0.00,0.19,0.07,0.04,,0.06,0.10,0.13,0.02,0.05,0.06,1.66,0.07,0.06,0.03,0.03,0.08,"Fruits and Fruit Juices"
2023-10-18,,"Notes","Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,6.73,88.39,0.04,0.09,0.78,0.39,0.43,0.00,29.50,30.68,0.00,11.56,23.60,25.96,0.00,3.79,10.27,0.00,0.15,0.59,5.90,0.09,0.35,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,5.72,6.35,2.82,14.43,23.87,0.39,0.00,0.04,0.09,0.13,0.00,0.03,0.05,0.05,0.06,0.15,0.01,0.18,0.04,0.09,,0.03,0.08,0.06,0.01,0.06,0.03,1.29,0.05,0.03,0.01,0.01,0.06,"Fruits and Fruit Juices"
2023-10-18,,"Staples","Broccoli, Cooked from Frozen","61.62 g",17.25,2.71,55.91,0.03,0.05,0.28,0.17,0.08,0.00,11.71,367.90,0.62,9.98,34.51,674.78,0.00,31.17,24.71,0.00,0.70,54.29,20.34,0.02,0.31,0.38,8.01,0.14,30.20,87.51,0.43,6.78,0.17,3.30,1.85,0.31,0.42,0.31,0.91,1.45,0.07,0.00,0.00,0.03,0.01,0.00,0.03,0.00,0.08,0.10,0.15,0.01,0.26,0.06,0.03,,0.07,0.09,0.10,0.02,0.06,0.08,1.91,0.07,0.06,0.02,0.04,0.09,"Vegetables and Vegetable Products"
2023-10-18,,"Staples","Cauliflower, Cooked from Frozen","30.84 g",5.86,1.02,28.99,0.01,0.02,0.10,0.03,0.03,0.00,0.00,1.85,0.00,10.33,12.64,7.40,0.00,0.15,9.65,0.00,0.02,3.67,5.24,0.01,0.19,0.13,2.78,0.05,7.40,42.87,0.19,5.55,0.04,1.16,0.83,0.10,0.06,0.01,0.24,0.31,0.07,0.00,0.00,0.03,0.01,0.00,0.02,0.00,0.03,0.02,0.06,0.01,0.07,0.02,0.01,,0.02,0.03,0.03,0.01,0.02,0.02,0.50,0.03,0.02,0.01,0.01,0.02,"Vegetables and Vegetable Products"
2023-10-18,,"Staples","Brussels Sprouts, Cooked from Frozen","30.84 g",12.95,1.88,26.75,0.03,0.03,0.17,0.11,0.09,0.00,0.00,171.16,0.00,5.58,31.15,475.24,0.00,14.26,14.09,0.00,0.16,59.68,8.02,0.01,0.15,0.15,5.55,0.06,17.27,89.44,0.19,4.63,0.07,2.57,1.26,0.24,0.19,0.13,0.64,1.28,0.12,0.00,0.01,0.06,0.02,0.00,0.04,0.00,0.04,0.07,0.11,0.01,0.26,0.03,0.03,,0.04,0.05,0.05,0.01,0.03,0.04,1.12,0.05,0.04,0.01,0.02,0.05,"Vegetables and Vegetable Products"
2023-10-18,,"Staples","Carrots, Cooked From Frozen","30.84 g",11.41,5.67,27.85,0.01,0.01,0.13,0.05,0.03,0.00,1146.01,2528.56,61.37,2.65,3.39,208.48,0.00,261.02,0.71,0.00,0.25,4.19,10.79,0.03,,0.16,3.39,0.05,9.56,59.21,0.19,18.20,0.11,2.38,1.02,0.09,0.10,1.06,1.26,1.30,0.21,0.00,0.01,0.10,0.04,0.00,0.01,0.00,0.02,0.02,0.04,0.02,0.07,0.01,0.01,,0.01,0.02,0.02,0.00,0.01,0.01,0.18,0.01,0.04,0.00,0.01,0.01,"Vegetables and Vegetable Products"
2023-10-18,,"Staples","Kale, Cooked from Frozen","61.62 g",22.18,1.05,55.35,0.04,0.09,0.28,0.10,0.04,0.00,6.16,1066.71,16.02,0.31,40.06,3070.73,0.00,89.82,10.97,0.00,0.99,257.90,92.44,0.04,,0.52,15.41,0.33,25.88,88.74,0.62,9.86,0.17,3.27,1.42,0.26,0.18,0.15,0.75,1.80,0.75,0.00,0.06,0.37,0.10,0.00,0.21,0.16,0.09,0.10,0.16,0.02,0.20,0.09,0.11,,0.11,0.13,0.11,0.02,0.09,0.11,1.81,0.08,0.08,0.02,0.06,0.10,"Vegetables and Vegetable Products"
2023-10-18,,"Staples","Green Bell Peppers, Raw","8.56 g",1.71,0.97,8.04,0.00,0.00,0.04,0.01,0.02,0.00,1.80,17.80,0.60,0.47,0.86,29.19,0.00,1.58,6.88,0.00,0.01,0.61,0.86,0.01,0.03,0.03,0.86,0.01,1.71,14.98,0.00,0.26,0.01,0.40,0.15,0.10,0.00,0.01,0.21,0.25,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-10-18,,"Staples","Yellow Bell Pepper, Raw","8.83 g",2.38,1.00,8.13,0.00,0.00,0.08,0.01,0.01,0.00,11.57,10.60,0.00,0.49,2.30,68.00,0.00,1.37,16.20,0.00,0.03,0.21,0.97,0.01,,0.04,1.06,0.01,2.12,18.72,0.03,0.18,0.02,0.56,0.08,0.27,0.00,0.00,0.46,0.47,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-10-18,,"Staples","Red Bell Peppers, Raw","12.91 g",3.36,0.57,11.90,0.01,0.01,0.13,0.04,0.04,0.00,2.58,209.60,63.24,0.72,5.94,6.58,192.05,20.21,16.48,0.00,0.20,0.63,0.90,0.00,,0.06,1.55,0.01,3.36,27.23,0.01,0.52,0.03,0.78,0.27,0.29,0.00,0.00,0.54,0.50,0.04,0.00,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.13,0.01,0.01,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-10-18,,"Staples","Okra, Raw","30.84 g",10.18,18.97,27.63,0.06,0.02,0.31,0.08,0.07,0.00,8.33,128.29,0.00,3.79,18.50,86.35,0.00,11.05,7.09,0.00,0.08,9.65,25.29,0.03,,0.19,17.58,0.24,18.81,92.21,0.22,2.16,0.18,2.30,0.99,0.18,0.10,0.19,0.46,1.30,0.06,0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.02,0.03,0.04,0.01,0.08,0.01,0.01,,0.02,0.03,0.02,0.01,0.02,0.01,0.60,0.01,0.02,0.01,0.03,0.03,"Vegetables and Vegetable Products"
2023-10-18,,"Staples","Artichoke Hearts or Globe, Cooked from Frozen","23.10 g",12.24,1.57,19.42,0.01,0.02,0.26,0.06,0.02,0.00,0.00,1.85,0.00,7.95,20.56,107.17,0.00,0.15,1.71,0.00,0.04,3.42,4.85,0.03,,0.14,9.70,0.05,16.86,66.05,0.05,13.86,0.09,2.76,1.32,0.00,0.00,0.17,0.23,1.41,0.08,0.00,0.00,0.03,0.02,0.00,0.01,0.00,0.05,0.04,0.04,0.00,0.08,0.03,0.03,,0.04,0.06,0.06,0.00,0.05,0.00,0.67,0.05,0.05,0.00,0.03,0.05,"Vegetables and Vegetable Products"
2023-10-18,9:00 AM,"Staples","Zinc Balance (Jarrow Formulas)","1.00 pill",,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-18,,"Staples","Aspirin","81.00 mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-18,,"Staples","Rosuvastatin","10.00 mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-18,,"Staples","Jarrow Formulas, EPA-DHA Balance","3.00 softgel",30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,0.00,1.80,,,,,,,,,,,,,,,,,,,,,,""
2023-10-18,,"Staples","Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-18,,"Staples","Vitamin D","2.00 x 1000.0 IU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2023-10-18,,"Staples","Fish, Salmon, Pink, Canned, Drained Solids","147.00 g",202.86,,103.94,0.04,0.30,10.89,0.83,0.15,7.28,,,,129.07,5.88,,,29.40,,852.60,1.88,0.15,416.01,0.12,,1.13,47.04,0.05,557.13,489.51,58.07,560.07,1.41,,,,,,,,7.38,122.01,1.78,2.22,1.32,0.04,1.79,0.15,2.16,2.13,4.26,0.26,4.80,2.09,0.90,,1.58,2.59,2.91,0.95,1.40,1.43,33.96,1.50,1.76,0.37,1.23,1.82,"Finfish and Shellfish Products"
2023-10-18,,"Staples","Blueberries, Frozen, Unsweetened","155.00 g",79.05,3.81,134.21,0.05,0.06,0.81,0.19,0.09,0.00,0.00,43.40,0.00,7.90,10.85,105.40,0.00,3.62,3.88,0.00,0.74,25.42,12.40,0.05,,0.28,7.75,0.23,17.05,83.70,0.16,1.55,0.11,18.86,4.19,6.46,0.05,0.14,13.10,14.68,0.99,0.00,0.14,0.43,0.08,0.00,0.17,0.26,0.03,0.03,0.05,0.01,0.08,0.03,0.01,,0.02,0.04,0.01,0.01,0.02,0.02,0.65,0.02,0.02,0.00,0.01,0.03,"Fruits and Fruit Juices"
2023-10-18,,"Staples","Great Lakes Collagen Peptides","3.00 g",11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,,,,,,,,,,,,,,,,0.26,0.22,0.17,0.00,0.31,0.66,0.03,0.36,0.04,0.08,0.11,0.03,0.06,0.38,2.75,0.10,0.05,0.00,0.02,0.07,""
2023-10-18,,"Staples","Mustard Seed, Ground","1.00 tsp",9.68,0.53,0.10,0.02,0.00,0.09,0.02,0.01,0.00,0.00,0.34,0.00,2.34,3.09,10.82,0.00,0.03,0.14,0.00,0.10,0.10,5.07,0.01,,0.18,7.05,0.05,15.77,14.06,3.96,0.25,0.12,0.54,0.23,0.00,0.17,0.07,0.13,0.30,0.69,0.00,0.43,0.19,0.04,0.00,0.07,0.11,0.02,0.04,0.05,0.01,0.10,0.03,0.02,,0.02,0.04,0.04,0.01,0.02,0.05,0.50,0.01,0.02,0.00,0.02,0.03,""
2023-10-18,,"Staples","Michaels of Brooklyn, Marinara Sauce","360.00 g",123.58,37.20,327.59,0.15,0.10,2.26,0.41,0.45,0.00,335.37,1816.52,2.63,26.70,64.00,907.06,8530.04,165.46,53.56,0.00,2.95,110.93,109.98,0.27,1.01,2.43,51.25,0.77,105.65,895.94,1.78,830.99,0.84,18.85,5.52,4.62,3.54,0.07,8.98,13.29,5.13,0.00,3.23,0.81,0.74,0.01,0.08,0.46,0.13,0.17,0.56,0.04,1.58,0.11,0.07,,0.11,0.16,0.15,0.04,0.14,0.12,4.14,0.13,0.13,0.04,0.07,0.12,""
2023-10-18,,"Staples","Turmeric, Ground","1.00 tsp",9.78,63.60,0.40,0.00,0.00,0.04,0.02,0.00,0.00,0.00,0.00,0.00,1.54,0.63,0.00,0.00,0.00,0.02,0.00,0.14,0.42,5.26,0.04,,1.72,6.52,0.62,9.37,65.17,0.19,0.85,0.14,2.10,0.71,0.01,1.29,0.07,0.10,1.39,0.10,0.00,0.01,0.02,0.06,0.00,0.00,0.02,0.01,0.02,0.06,0.00,0.04,0.01,0.00,,0.01,0.03,0.01,0.00,0.02,0.02,0.30,0.01,0.01,0.01,0.01,0.02,"Spices and Herbs"
2023-10-18,,"Staples","Black Pepper, Ground","1.00 tsp",5.77,12.86,0.29,0.00,0.00,0.03,0.03,0.01,0.00,0.28,7.13,0.58,0.26,0.39,10.44,0.46,0.63,0.00,0.00,0.02,3.77,10.19,0.03,,0.22,3.93,0.29,3.63,30.57,0.11,0.46,0.03,1.47,0.58,0.01,0.93,0.00,0.01,0.89,0.07,0.00,0.02,0.02,0.03,0.00,0.00,0.02,0.01,0.01,0.03,0.00,0.03,0.01,0.00,,0.01,0.02,0.01,0.00,0.01,0.03,0.24,0.01,0.01,0.00,0.01,0.01,"Spices and Herbs"
2023-10-18,,"Staples","Seed Probiotic","1.00 capsule",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
