Date,Energy (kcal),Oxalate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Alpha-carotene (µg),Beta-carotene (µg),Beta-cryptoxanthin (µg),Choline (mg),Folate (µg),Lutein+Zeaxanthin (µg),Lycopene (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Fructose (g),Starch (g),Sucrose (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Alanine (g),Arginine (g),Aspartic acid (g),Cystine (g),Glutamic acid (g),Glycine (g),Histidine (g),Hydroxyproline (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Proline (g),Protein (g),Serine (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2024-08-03,2067.04,298.64,1632.13,1.52,1.59,14.47,4.82,2.52,1000.08,4595.59,18568.82,542.37,401.95,1082.37,21391.07,2753.37,1761.48,406.92,13.21,19.59,1728.19,989.74,1.97,163.88,39.81,519.69,8.94,2276.82,3768.29,62.85,1938.58,38.77,163.51,63.66,19.93,14.16,21.52,64.19,98.23,99.31,5.00,43.50,27.60,25.24,0.09,9.81,12.96,2.65,4.05,5.96,0.69,9.87,2.23,1.50,0.00,2.20,3.35,2.88,0.79,2.28,2.81,152.34,2.62,2.10,0.65,1.55,2.52,false
2024-08-04,2122.17,225.84,1006.06,1.60,1.52,16.65,4.08,2.05,1001.55,3458.59,13837.88,401.97,358.12,941.77,16227.25,788.15,1315.81,268.69,11.34,16.54,1309.89,795.60,1.67,125.51,30.32,405.63,7.30,1769.13,2864.63,82.43,1483.11,12.32,177.19,44.35,5.29,54.38,31.09,63.38,132.18,106.45,57.80,49.78,26.33,24.75,0.44,8.04,15.72,3.18,4.49,6.12,0.85,12.27,3.02,1.82,0.00,2.66,4.33,3.64,1.14,2.73,3.76,128.22,2.99,2.41,0.66,1.88,3.01,false
2024-08-05,2269.00,281.18,2385.02,1.50,1.57,13.91,4.82,2.44,1000.08,4487.68,18251.67,585.00,395.95,1064.50,21254.11,2514.58,1732.33,396.04,13.21,18.09,1703.28,941.27,1.90,163.63,36.97,507.97,8.70,2068.10,3511.65,63.32,1392.22,38.47,205.24,65.63,14.80,13.61,12.61,53.46,138.00,109.08,5.00,39.52,26.12,27.97,0.08,9.85,12.53,2.62,4.06,5.82,0.68,9.43,2.21,1.49,0.00,2.19,3.32,2.87,0.79,2.26,2.78,140.03,2.60,2.09,0.65,1.54,2.50,false
2024-08-06,2378.87,283.48,2345.37,1.89,1.81,24.41,6.13,3.00,1005.11,4487.68,18085.06,542.08,489.40,1112.16,21244.64,21.98,2009.19,392.68,143.29,19.00,1703.30,962.66,2.05,163.57,37.49,549.65,9.15,2355.22,3892.76,105.67,1880.80,12.00,194.74,64.33,13.14,36.58,12.17,46.92,128.77,116.33,98.11,48.17,29.29,32.98,0.49,10.49,14.77,4.49,6.00,8.67,1.08,14.17,3.98,2.39,0.00,3.53,5.73,5.23,1.59,3.46,4.30,168.94,3.87,3.27,0.94,2.51,4.05,false
2024-08-07,1978.82,241.18,1340.18,1.35,1.48,13.35,4.45,2.31,1001.22,4467.26,17854.36,523.78,382.72,1019.99,21031.06,21.17,1775.23,344.58,40.74,17.58,1687.84,890.50,1.68,163.35,35.38,457.13,7.19,2114.30,3127.66,64.82,1521.62,38.02,171.49,54.04,9.50,16.50,17.12,82.66,116.62,93.46,9.61,41.58,25.18,23.80,0.10,8.66,12.24,2.61,4.04,5.71,0.69,9.48,2.24,1.52,0.00,2.24,3.44,3.02,0.84,2.29,2.75,144.83,2.59,2.12,0.65,1.58,2.54,false
2024-08-08,2639.20,338.35,1718.03,4.29,4.06,32.13,5.55,5.13,1000.08,4508.10,18315.46,560.39,425.01,1259.79,21491.43,22.80,1737.47,438.57,13.21,19.69,1722.33,1150.33,2.21,163.69,43.82,599.02,11.85,2353.73,4106.63,83.92,2072.76,11.41,291.69,74.83,27.52,44.59,51.36,133.79,214.49,109.42,5.00,41.94,29.99,26.10,0.11,11.18,14.30,3.06,4.46,6.53,0.85,11.94,2.57,1.68,0.00,2.51,3.91,3.14,0.94,2.68,3.64,161.12,3.07,2.36,0.76,1.80,2.89,false
2024-08-09,2142.85,311.18,1765.23,3.82,3.83,27.77,5.05,4.98,1000.65,4491.50,18224.58,547.63,413.06,1108.51,21279.35,21.98,1737.45,393.84,24.87,18.67,1708.10,953.72,2.00,163.52,36.50,553.13,8.86,2170.68,3724.44,75.32,2009.86,39.17,185.42,67.27,13.10,22.85,13.78,58.47,115.89,105.24,22.65,41.27,27.62,24.73,0.09,9.96,13.91,2.97,4.49,6.37,0.76,10.51,2.49,1.62,0.00,2.45,3.79,3.29,0.96,2.51,3.06,147.01,2.87,2.33,0.70,1.76,2.80,false
2024-08-10,3293.81,184.52,1573.81,2.18,1.75,25.03,4.40,2.22,1004.44,2454.36,9812.66,287.79,428.78,1039.77,11625.78,11.63,972.48,196.51,11.86,16.53,979.61,704.35,1.88,95.90,30.80,458.61,6.67,1930.51,2624.66,189.57,1817.04,49.18,419.49,38.77,11.89,127.64,31.74,187.89,380.20,116.00,221.40,41.49,36.44,28.36,1.08,7.71,27.03,5.43,7.31,9.25,1.43,21.21,5.50,2.92,0.00,4.44,7.70,6.45,2.13,4.58,6.67,153.71,4.68,3.93,1.04,3.09,5.00,false
2024-08-11,2210.29,242.29,1187.63,8.04,8.06,51.35,4.31,9.77,1000.08,4467.26,17854.47,523.79,375.50,1075.14,21036.73,21.17,1695.83,351.45,13.21,17.04,1686.11,892.18,1.69,163.35,36.29,527.69,7.79,1987.71,3547.44,59.99,1865.46,8.67,177.35,63.11,6.08,12.33,23.73,50.82,113.42,117.01,5.00,39.64,24.36,27.22,0.08,8.57,12.07,2.42,3.86,5.41,0.66,9.02,2.09,1.43,0.00,2.10,3.19,2.75,0.75,2.16,2.64,145.58,2.46,1.99,0.62,1.48,2.38,false
2024-08-12,2587.55,292.72,2372.10,1.66,2.06,14.72,6.11,2.70,1000.71,4497.60,18192.27,589.10,457.92,1094.93,21456.81,21.98,1913.57,547.41,26.01,19.39,1708.63,1203.11,2.05,235.84,36.28,562.19,9.94,2297.79,4390.54,66.17,1436.43,40.64,282.66,64.32,39.73,13.80,49.47,152.24,215.93,111.71,75.40,44.12,26.91,35.38,0.74,10.09,12.72,2.99,4.41,6.44,0.73,10.76,2.40,1.64,0.00,2.52,3.87,3.31,0.92,2.54,3.43,147.39,2.94,2.35,0.72,1.80,2.88,false
2024-08-13,2705.31,56.54,680.92,0.91,0.93,28.07,2.85,1.85,1003.79,0.24,935.82,8.11,407.78,208.15,445.39,0.01,375.05,24.12,67.12,6.25,97.08,506.01,1.16,0.42,12.59,197.28,3.88,1191.16,1516.65,165.33,2177.82,14.90,300.83,9.82,1.59,113.24,101.56,174.02,290.77,119.16,362.83,33.41,34.56,39.03,2.15,5.49,29.99,6.14,7.58,10.82,1.52,19.29,5.58,3.58,,5.55,9.11,8.98,2.78,4.97,5.63,116.95,4.77,4.81,1.34,4.11,5.85,false
2024-08-14,2008.87,268.06,1446.74,1.46,1.56,13.79,4.75,2.38,1000.11,4487.68,17738.26,420.54,487.88,1142.69,21131.05,21.98,1682.70,393.70,13.21,20.42,1710.00,912.69,1.89,228.27,17.52,502.75,8.18,1355.96,3606.76,58.06,1691.28,38.23,173.13,65.80,12.98,10.55,16.56,87.56,105.70,103.19,5.00,51.90,24.14,13.16,0.10,9.82,13.85,2.61,3.86,5.71,0.66,9.43,2.18,1.46,0.00,2.17,3.27,2.81,0.77,2.22,2.67,134.43,2.60,2.07,0.64,1.53,2.46,false
2024-08-15,2163.53,446.78,2551.75,1.98,2.11,17.82,5.21,3.04,1000.11,4487.68,17794.52,422.01,503.38,1262.24,21237.38,21.98,1687.45,403.14,16.20,20.12,1706.67,1002.87,2.46,228.24,20.47,606.05,9.13,1522.16,4223.18,64.31,2154.19,9.66,191.60,74.76,13.35,12.79,29.37,61.68,115.15,108.20,5.00,50.25,24.67,14.44,0.15,10.14,13.94,2.84,4.15,6.18,0.72,10.44,2.37,1.55,0.00,2.35,3.56,3.03,0.84,2.43,2.86,143.35,2.81,2.25,0.70,1.69,2.71,false
2024-08-16,2771.42,312.62,2469.41,3.13,3.16,23.05,4.46,4.41,1000.09,3955.33,15533.85,428.48,419.73,995.57,17712.80,3506.82,1477.14,422.17,18.80,18.76,1428.37,952.99,1.96,193.45,19.42,526.95,9.45,1253.12,4286.99,50.93,2490.66,39.55,326.08,98.05,20.12,12.04,62.87,167.11,226.34,121.53,5.00,50.79,21.81,26.02,0.11,8.72,12.88,2.33,3.48,5.21,0.60,8.98,1.92,1.28,0.00,1.90,2.91,2.47,0.69,2.04,2.33,149.46,2.32,1.85,0.57,1.37,2.20,false
2024-08-17,1815.48,270.36,1705.43,1.51,1.72,16.56,5.52,2.87,1003.54,5176.75,19984.52,541.35,522.90,1203.42,23470.99,268.51,2141.86,457.16,97.87,17.34,1860.69,951.24,1.84,236.62,17.76,520.29,7.61,1480.60,3939.03,69.71,1544.66,38.87,153.80,64.91,14.02,23.24,25.24,55.74,87.82,82.60,18.82,37.58,21.33,10.75,0.11,9.03,11.76,3.19,4.55,6.80,0.81,11.52,2.69,1.83,0.00,2.71,4.22,3.82,1.07,2.77,3.09,141.65,3.11,2.60,0.78,1.93,3.07,false
2024-08-18,2563.05,300.80,2302.27,1.92,2.45,40.54,10.16,3.07,1032.04,2535.49,9350.13,237.60,574.06,932.78,9788.27,529.65,1792.93,222.72,621.27,12.61,814.54,768.62,8.50,108.42,26.61,458.73,6.46,1767.93,4191.85,212.36,3267.46,89.62,317.93,42.21,5.75,109.09,49.53,155.45,278.40,79.44,284.94,26.41,25.33,14.13,0.50,7.72,16.47,7.02,7.94,12.28,1.70,22.41,6.13,3.63,0.00,6.00,9.65,9.76,3.18,5.37,6.10,162.19,5.42,4.97,1.54,4.25,6.49,false
2024-08-19,2488.50,401.10,3253.84,2.17,2.08,22.02,6.04,3.23,0.10,4863.22,20034.94,1037.76,521.03,1424.26,21037.91,238.27,1915.45,680.80,12.06,27.95,1746.97,1255.30,2.53,223.20,26.50,636.16,10.72,1632.29,4969.35,89.31,2280.57,10.71,254.86,85.91,34.89,53.06,22.78,94.22,167.13,116.38,0.00,53.16,34.34,16.26,0.21,8.69,23.59,3.08,4.44,6.97,0.92,13.41,2.75,1.76,0.00,2.66,4.25,3.26,0.99,2.93,3.92,148.66,3.21,2.51,0.81,1.96,3.08,false
2024-08-20,2333.55,254.70,2609.05,3.66,3.68,27.29,5.46,5.22,1000.10,4489.85,17354.05,475.37,467.18,1158.03,20421.94,232.88,1653.05,397.22,12.60,20.77,1672.21,977.47,1.74,219.09,18.11,526.60,7.39,1322.21,4510.56,53.26,1379.27,7.96,212.32,61.57,30.69,9.49,17.53,111.88,148.97,120.39,5.00,60.51,23.56,15.37,0.13,8.69,14.54,2.38,3.74,5.32,0.63,9.14,2.04,1.40,0.00,2.05,3.13,2.67,0.73,2.19,2.52,128.93,2.46,1.99,0.61,1.48,2.33,false
2024-08-21,2051.13,301.25,1305.26,2.13,1.77,17.08,7.53,3.28,1000.10,4489.85,17383.18,475.37,608.64,1962.20,20421.94,232.88,1655.48,405.29,12.60,17.57,1631.80,940.11,2.86,219.04,32.36,644.25,9.33,2163.65,5273.09,65.85,650.72,43.88,208.37,85.43,6.73,75.29,20.63,37.48,122.01,89.93,5.00,45.99,22.49,12.05,0.10,8.76,13.39,4.19,7.05,10.14,1.22,15.95,3.82,2.65,0.00,3.96,6.32,5.76,1.12,4.35,4.29,132.10,4.48,3.53,1.00,2.64,4.51,false
2024-08-22,1946.81,258.13,1995.13,1.77,1.39,13.86,5.89,2.68,1000.11,3397.32,13251.95,386.89,526.08,1533.58,15604.88,176.22,1262.00,307.97,9.00,16.39,1247.68,841.23,2.39,230.98,26.91,559.56,7.87,1827.94,4219.92,61.59,662.52,11.43,167.26,70.09,5.15,59.56,16.70,29.54,96.45,99.37,5.00,53.60,22.94,13.27,0.12,8.65,14.03,3.38,5.83,8.14,0.99,12.91,3.09,2.13,0.00,3.18,5.09,4.57,0.94,3.52,3.45,120.15,3.61,2.84,0.82,2.14,3.63,false
2024-08-23,2172.55,354.33,1365.11,1.61,1.92,21.03,7.45,3.09,1004.96,2598.55,10385.56,282.32,770.17,1402.47,12218.98,519.95,1126.65,262.49,87.28,13.67,992.92,690.41,2.13,169.42,26.33,492.88,6.34,1824.59,4903.58,114.85,1139.70,49.95,177.37,56.36,5.95,73.00,24.86,40.87,120.35,110.72,470.45,47.10,28.49,22.51,1.08,7.39,21.14,5.73,7.44,11.38,1.45,18.34,5.42,3.16,0.00,4.83,7.96,7.60,2.13,4.84,5.24,133.34,5.22,4.29,0.99,3.36,5.48,false
2024-08-24,1879.43,281.42,1363.52,1.84,1.52,14.80,6.50,2.84,1000.10,3746.98,14568.63,411.99,545.90,1706.45,17090.53,194.35,1387.34,340.49,11.03,16.77,1370.71,803.52,2.49,219.73,28.25,562.01,8.11,1893.39,4628.83,57.65,488.94,42.05,181.59,73.96,5.71,65.13,19.58,33.99,106.83,90.68,5.00,49.28,21.06,12.28,0.11,7.93,12.87,3.61,6.07,8.71,1.05,13.80,3.28,2.27,0.00,3.40,5.43,4.95,0.97,3.74,3.68,109.67,3.85,3.04,0.86,2.27,3.88,false
2024-08-25,2127.33,387.81,1474.60,1.82,1.57,22.46,6.94,3.00,1010.37,2820.75,11179.36,357.54,504.88,1578.05,12960.87,289.57,2018.73,352.94,255.98,14.72,1048.90,678.39,2.33,163.98,25.97,567.21,7.72,1863.09,4727.76,103.97,1833.75,11.67,214.39,71.04,5.66,87.93,33.17,51.53,142.57,89.66,48.96,41.46,24.80,12.60,0.22,9.80,15.75,4.68,6.64,9.98,1.21,16.27,3.99,2.62,0.00,4.06,6.71,6.38,1.64,4.20,4.00,135.42,4.34,3.70,1.04,2.82,4.65,false
2024-08-26,3249.38,365.52,1616.79,6.37,6.99,49.72,7.73,7.95,1005.81,3103.83,12337.39,394.58,650.95,1389.85,14300.92,318.65,1583.72,337.70,489.25,16.73,1178.35,1367.49,2.12,305.20,24.06,612.55,7.17,2214.64,5366.41,138.77,2421.35,44.06,302.75,69.57,10.54,86.12,60.26,112.93,232.28,166.50,313.59,56.34,37.64,41.89,1.69,11.40,26.07,5.32,7.07,10.90,1.27,18.59,4.75,3.07,0.00,4.76,7.77,7.19,2.09,4.76,5.54,158.17,5.02,4.42,1.26,3.72,5.43,false
2024-08-27,3096.23,209.55,1193.22,2.53,2.02,32.46,5.41,2.58,1008.23,1672.23,6799.76,203.42,507.45,1098.68,7473.38,8289.77,725.60,214.54,239.59,11.05,666.43,828.57,1.63,83.21,22.69,364.92,5.07,1777.57,3256.13,236.46,1165.94,25.33,308.91,33.51,5.13,164.40,17.14,75.55,274.88,136.56,322.65,43.53,35.12,39.29,1.48,7.36,28.78,7.38,8.18,11.98,1.76,26.06,7.03,4.19,0.00,5.84,10.25,9.22,2.92,5.72,7.83,157.80,5.85,5.41,1.30,4.02,6.71,false
2024-08-28,2915.04,294.47,1863.05,2.53,1.98,24.50,7.03,3.10,1003.07,3690.03,14576.67,559.53,592.71,1709.13,17029.16,377.91,1403.78,428.42,366.78,20.55,1339.42,1119.85,2.77,218.67,37.70,663.74,8.76,2216.60,4839.17,109.75,1716.68,43.77,379.97,90.33,23.90,92.69,45.88,128.89,288.54,110.40,57.30,49.00,26.35,14.23,0.13,9.38,17.38,4.69,7.38,10.51,1.32,18.45,4.48,2.71,0.00,4.22,6.84,5.99,1.54,4.63,5.15,145.28,4.75,3.88,1.14,2.91,4.85,false
2024-08-29,2163.56,289.27,1509.79,2.02,2.07,40.00,7.30,4.00,1011.49,3459.43,13901.75,458.36,741.76,1281.59,16466.60,355.13,1361.79,361.11,1009.15,16.43,1239.45,1321.48,2.40,226.79,30.80,594.36,8.09,2595.86,4966.87,180.88,2802.05,18.15,204.27,62.21,6.27,88.31,15.70,33.26,141.20,82.06,259.41,35.92,21.91,12.85,0.39,11.12,10.93,8.28,10.47,16.12,1.63,24.24,7.29,4.46,0.00,6.57,11.12,11.13,3.24,6.39,6.67,172.28,6.69,6.58,1.65,4.96,7.46,false
2024-08-30,2045.62,345.83,1668.02,1.58,1.72,25.79,5.98,2.82,1008.52,3760.25,15289.82,496.66,650.15,1242.13,18321.44,386.02,1485.52,392.30,997.01,20.62,1345.43,1381.45,2.35,222.78,35.28,575.66,7.28,2147.73,5133.87,124.88,4329.50,41.06,192.11,70.91,15.17,31.03,31.75,74.69,120.28,96.57,148.60,45.25,22.97,12.80,0.09,11.25,11.92,5.32,7.13,11.55,1.07,16.30,4.96,2.75,0.00,4.36,6.97,6.84,1.93,4.39,4.54,127.85,4.68,4.38,1.10,3.18,5.00,false
2024-08-31,2537.17,196.21,1282.40,1.64,2.14,31.18,6.52,252.90,1012.17,4098.67,16167.86,515.99,706.56,1136.64,18940.65,420.76,2040.52,450.21,1392.40,15.39,1462.26,1594.55,2.34,223.08,34.80,591.91,9.58,2453.17,5260.72,151.46,1859.77,47.38,330.91,63.43,7.42,29.11,127.92,214.92,266.60,81.50,213.77,26.17,22.36,18.13,0.80,11.80,9.85,6.29,8.01,13.48,1.20,18.42,5.87,3.18,0.00,5.13,8.22,8.26,2.39,5.05,5.36,145.80,5.40,5.23,1.29,3.78,5.89,false
2024-09-01,2875.09,247.89,1719.99,1.65,2.21,36.36,6.55,3.03,1014.76,3926.95,15550.18,477.06,724.42,1138.16,17504.88,4605.23,2385.00,413.39,1727.81,21.84,1401.23,1707.66,2.23,219.14,44.94,614.68,8.55,2608.36,5678.93,171.37,2423.55,17.46,296.24,65.43,18.26,25.85,58.27,178.34,229.94,131.61,253.18,55.30,26.64,21.24,0.19,12.83,13.69,6.94,8.51,14.75,1.25,20.11,6.49,3.37,0.00,5.48,8.81,9.01,2.68,5.36,5.55,158.54,5.72,5.72,1.39,4.08,6.29,false
2024-09-02,2336.58,465.06,2062.92,7.37,8.33,70.30,6.92,9.45,1013.79,3860.27,15472.30,483.80,720.53,1568.81,17582.89,2917.54,4449.66,423.07,1611.81,19.66,1371.98,1634.64,2.18,223.14,57.78,695.50,7.20,2604.13,6644.44,147.68,3539.71,55.00,217.01,75.67,8.85,27.26,35.65,73.14,140.32,98.38,236.58,35.00,18.92,12.05,0.13,10.09,8.58,6.66,7.81,14.11,1.21,19.92,6.13,3.22,0.00,5.28,8.42,8.69,2.51,5.10,5.32,168.52,5.51,5.49,1.33,3.90,6.05,false
2024-09-03,2224.95,217.24,2313.13,1.68,2.43,29.26,6.66,2.90,1009.08,3799.97,14957.75,522.30,628.96,1095.12,17501.30,386.02,3463.47,548.64,1060.81,19.23,1403.46,1293.68,2.02,223.18,49.75,521.81,6.81,2081.00,5194.84,106.98,1302.20,18.82,254.43,68.14,36.88,23.20,13.34,107.10,183.39,84.63,157.73,34.46,17.79,10.71,0.12,8.99,9.01,5.27,6.36,11.26,0.97,14.67,4.64,2.54,0.00,4.04,6.44,6.56,1.82,3.98,4.47,135.07,4.41,4.17,1.02,2.93,4.64,false
2024-09-04,2199.67,350.36,2380.24,1.75,2.50,28.32,7.34,3.45,1008.54,3826.52,15012.60,536.03,655.06,1304.68,17403.58,386.02,3005.82,624.16,997.01,18.71,1387.71,1275.28,2.70,232.01,40.44,586.76,8.27,2114.48,6309.21,159.22,1088.66,47.81,275.34,71.28,51.15,31.08,29.58,145.22,201.00,77.29,148.60,26.68,27.61,9.69,0.08,9.08,18.60,5.39,6.86,11.66,1.02,15.92,4.77,2.67,0.00,4.15,6.70,6.57,1.81,4.14,4.60,131.80,4.62,4.25,1.05,2.94,4.80,false
2024-09-05,3235.81,472.76,1181.69,2.43,2.50,36.71,6.91,2.34,1031.46,1273.64,5821.81,145.45,556.34,961.64,5526.71,5658.07,1173.98,209.61,861.81,21.50,598.06,1039.88,2.97,61.16,35.16,787.53,14.27,2375.89,4724.83,278.91,2868.95,18.91,312.19,50.88,15.19,148.85,17.63,91.57,259.97,162.30,239.45,47.17,58.54,27.47,0.56,11.01,48.33,7.34,9.25,13.92,1.76,23.39,7.41,3.43,0.00,5.86,9.68,9.13,2.74,5.73,6.46,152.07,6.24,5.75,1.63,4.21,6.71,false
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-09-07,3113.16,901.01,600.21,1.93,1.62,33.52,5.84,1.98,1006.50,18.00,62.00,6.00,276.75,405.50,18387.92,15000.00,1593.17,49.10,638.00,6.41,7167.27,801.20,4.63,,59.72,712.61,6.68,1771.01,5113.75,135.71,2099.84,52.35,342.68,38.10,4.89,162.09,50.08,111.04,304.44,155.88,182.50,45.67,27.85,64.36,0.40,6.05,23.24,4.30,4.74,8.73,1.07,14.94,4.32,1.99,,3.39,5.81,4.99,1.69,3.60,4.88,89.99,3.69,3.26,1.00,2.76,4.29,false
2024-09-08,3310.44,652.11,1451.06,2.45,2.79,39.01,5.66,2.92,1013.15,27.70,1945.08,472.50,504.59,731.19,18421.13,36753.14,1792.13,124.89,1470.30,11.78,7172.74,1087.15,2.59,189.37,45.71,544.93,6.76,1930.25,5657.40,229.99,3093.36,19.39,395.62,62.24,29.69,41.52,78.96,217.75,331.72,131.35,380.18,41.92,25.14,32.17,0.26,6.39,18.08,5.71,6.26,10.83,0.95,15.35,5.33,2.36,0.00,4.08,6.79,6.96,2.30,3.84,4.46,148.09,4.21,4.31,1.06,3.15,4.85,false
2024-09-09,2142.07,390.97,1165.79,8.10,8.72,64.31,5.24,10.05,1008.76,3753.51,15420.07,478.87,545.90,1077.56,18573.90,386.02,3034.86,373.03,1014.41,16.88,1458.04,1176.66,2.28,226.64,39.74,578.11,6.01,1827.06,5150.01,169.16,1720.84,46.01,188.26,61.51,14.55,12.19,28.55,68.56,125.76,106.86,149.43,35.67,19.54,17.92,0.10,6.44,12.35,4.56,5.60,9.78,0.84,14.24,4.21,2.25,0.00,3.64,5.77,5.78,1.71,3.52,3.79,128.68,3.87,3.81,0.94,2.63,4.19,false
2024-09-10,1868.57,284.87,1263.73,1.34,1.87,27.45,5.42,2.27,1016.09,2109.83,8676.85,285.08,405.53,739.20,10522.70,214.34,3174.51,277.69,827.18,12.56,843.80,728.40,1.49,121.32,28.61,383.75,4.74,1419.92,3680.33,157.02,1845.21,14.01,261.58,55.57,17.86,48.16,21.63,128.53,204.10,59.88,128.03,21.05,11.60,12.61,0.14,5.67,6.14,4.66,5.20,9.07,0.87,13.29,3.87,2.19,0.00,3.51,5.86,5.97,1.89,3.29,3.49,104.88,3.63,3.53,0.89,2.56,4.05,false
2024-09-11,2906.56,359.63,1691.30,2.04,3.41,35.52,8.00,3.56,1012.87,5433.68,22252.18,703.26,809.83,1228.38,26916.20,557.69,3883.82,561.18,1445.49,32.36,2130.36,2056.48,2.67,373.29,41.59,673.21,7.79,2665.28,6194.80,242.84,1621.20,50.00,261.95,72.75,18.43,15.53,50.09,148.30,187.18,152.19,278.15,69.52,30.45,29.69,0.81,8.07,20.60,6.61,8.24,14.26,1.18,20.86,6.13,3.33,0.00,5.36,8.57,8.44,2.49,5.18,5.91,170.82,5.67,5.50,1.35,3.85,6.11,false
2024-09-12,2341.04,155.76,1244.26,1.92,2.50,27.86,6.31,2.43,1007.50,2058.73,16199.84,506.75,515.38,880.47,11269.51,9266.43,3020.14,288.66,709.16,12.75,878.63,1002.52,2.14,131.79,45.45,372.99,5.55,1623.99,4935.67,98.09,4868.33,20.16,241.15,47.65,28.74,60.08,10.18,93.82,191.48,103.56,195.66,28.75,25.33,22.74,0.32,6.30,18.90,3.59,6.94,7.90,1.07,10.47,3.17,2.37,0.00,4.40,7.16,6.79,2.10,3.91,3.08,131.48,3.01,4.44,1.20,3.05,4.96,false
2024-09-13,2061.52,292.07,1515.33,3.40,3.92,32.78,4.64,4.49,1006.21,2839.90,11628.83,387.50,421.29,726.82,14176.93,287.93,2205.33,369.55,718.46,15.06,1140.43,910.97,1.89,165.60,30.01,410.28,6.33,1355.37,4102.20,117.58,977.03,43.50,275.97,53.00,25.62,8.25,42.74,184.19,220.33,77.54,107.30,27.16,12.29,16.48,0.08,4.79,7.44,3.51,4.09,7.53,0.61,9.95,3.04,1.64,0.00,2.62,4.15,4.21,1.22,2.53,3.02,94.35,2.90,2.77,0.68,1.90,3.04,false
2024-09-14,2821.57,254.35,1765.44,2.74,2.95,42.84,8.21,3.34,1011.69,4273.88,18227.77,702.99,577.89,1170.30,20618.39,18213.97,3490.41,477.04,1321.57,23.49,1652.13,1533.26,3.02,43.51,40.97,679.87,8.44,2419.03,5659.51,169.31,3112.72,53.00,240.65,61.51,28.19,55.65,17.22,96.37,177.30,153.54,270.09,42.18,32.80,53.74,0.22,7.85,24.68,7.21,9.15,14.42,1.51,23.67,7.00,3.55,0.00,5.68,9.30,8.84,2.74,5.57,7.16,153.62,6.10,5.66,1.50,4.02,6.55,false
2024-09-15,1494.80,157.19,1318.66,1.38,1.76,27.22,5.56,2.21,1011.34,3778.16,15148.73,407.23,423.02,864.79,18580.43,386.02,1482.58,426.98,1339.21,17.76,1492.36,1254.77,1.51,3.43,20.34,361.25,5.43,1600.19,4294.22,103.08,1109.80,7.43,135.59,48.96,20.26,8.24,11.24,65.27,84.45,74.28,190.07,43.13,11.56,11.10,0.12,4.63,5.89,5.22,5.93,11.06,0.81,14.43,4.71,2.45,,3.98,6.31,6.59,1.92,3.80,4.25,95.42,4.19,4.27,0.98,2.96,4.54,false
